Female,Non Taxable,h. 50 - 54,"i. $45,001 to $50,000","c. $37,001 to $80,000",8,8,"377,467",8,"55,053",8,"7,294",0,0,0,0,0,0,0,0,4,"75,707",2,552,2,"26,056",0,0,0,0,2,"9,823",0,0,0,0,0,0,7,"3,009",0,0,2,700,2,300,8,"586,091",0,0,1,"1,145",3,805,0,0,2,"6,843",3,"8,793",0,0,0,0,0,0,2,"195,360",5,"4,471",6,"208,624",0,0,0,0,0,0,4,129,1,"14,682",0,0,0,0,1,"78,061",1,"118,167",0,0,2,"235,879",1,"2,384",7,"479,887",6,"304,468",8,"100,881",4,"125,038",4,"119,163",4,"72,645",4,"47,820",0,0,4,"-114,590",4,"-114,590",0,0,0,0,0,0,0,0,3,"54,450",3,"74,060",3,"-77,059",0,0,0,0,0,0,8,"2,338",0,0,1,"30,769",0,0,0,0,6,6,"3,527",0,0,3,"1,504"
Female,Non Taxable,h. 50 - 54,"j. $50,001 to $55,000","c. $37,001 to $80,000",7,7,"368,419",7,"60,565",6,"6,287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"11,690",1,816,1,"21,011",1,"9,005",7,"458,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"23,886",2,"15,212",3,"14,938",3,"90,308",0,0,0,0,0,0,2,"41,787",1,"13,087",0,0,0,0,0,0,1,"123,631",0,0,1,"246,725",0,0,7,"326,304",3,"128,490",7,"73,817",2,"35,744",1,"2,235",0,0,2,"13,357",2,"20,152",0,0,2,"20,152",0,0,1,2,1,"25,500",0,0,1,"54,033",2,"149,704",2,"-95,671",0,0,0,0,0,0,7,"1,474",0,0,0,0,0,0,0,0,4,3,"2,249",0,0,0,0
Female,Non Taxable,h. 50 - 54,"k. $55,001 to $60,000","c. $37,001 to $80,000",4,4,"229,023",4,"40,620",4,"4,580",0,0,0,0,0,0,0,0,1,"15,523",1,"3,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"8,027",0,0,0,0,0,0,4,"268,025",0,0,0,0,1,144,0,0,1,295,1,439,0,0,0,0,0,0,1,200,1,154,4,"39,002",0,0,0,0,0,0,1,"-9,310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"253,785",2,"96,365",4,"51,191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"35,000",1,"3,209",0,0,0,0,0,0,0,0,0,0,0,0,4,565,0,0,0,0,0,0,0,0,4,4,"2,564",0,0,0,0
Female,Non Taxable,h. 50 - 54,"l. $60,001 to $70,000","c. $37,001 to $80,000",8,8,"523,593",8,"102,544",7,"9,123",0,0,0,0,0,0,0,0,3,"88,841",3,"16,507",0,0,1,"16,437",0,0,0,0,0,0,0,0,0,0,4,"39,520",0,0,0,0,0,0,8,"714,587",0,0,1,"1,103",0,0,0,0,1,686,1,"1,789",0,0,0,0,0,0,1,"1,500",5,"119,905",6,"123,194",1,"8,175",0,0,0,0,0,0,0,0,0,0,0,0,1,"1,906",1,"4,512",0,0,1,"9,025",0,0,7,"545,757",4,"274,632",8,"119,722",2,"59,060",2,"16,168",1,339,2,"47,450",1,"7,514",1,"-12,411",2,"-4,897",1,"27,204",0,0,0,0,0,0,1,300,1,276,1,"-1,906",0,0,0,0,0,0,4,235,1,411,1,"9,497",0,0,0,0,6,6,"5,724",1,125,4,"1,197"
Female,Non Taxable,h. 50 - 54,"m. $70,001 to $80,000","c. $37,001 to $80,000",2,2,"146,268",2,"30,631",2,"2,925",1,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2,024",1,"1,169",1,"5,985",1,"2,565",2,"191,064",0,0,1,"3,670",0,0,0,0,0,0,1,"3,670",0,0,0,0,0,0,0,0,2,"6,126",2,"44,796",0,0,0,0,0,0,2,"-129,457",0,0,0,0,0,0,0,0,1,"20,570",0,0,2,"41,148",1,"149,186",2,"321,261",2,"279,937",2,"34,293",1,"36,487",1,"22,941",1,128,1,"21,444",0,0,1,"-8,026",1,"-8,026",0,0,0,0,1,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,866,0,0
Female,Non Taxable,h. 50 - 54,"n. $80,001 to $87,000","d. $80,001 to $180,000",8,8,"666,810",8,"150,516",8,"13,336",1,3,0,0,0,0,1,"5,488",4,"200,318",3,"7,956",1,597,0,0,0,0,0,0,0,0,0,0,0,0,5,"3,858",1,75,3,"4,302",3,"1,842",8,"710,460",0,0,0,0,1,350,0,0,2,"1,012",2,"1,362",1,168,0,0,0,0,2,676,4,"5,734",6,"43,650",0,0,1,"25,600",0,0,2,"7,169",2,"1,194",0,0,0,0,0,0,1,82,0,0,1,164,1,240,6,"526,740",3,"8,497",8,"222,983",3,"128,638",3,"70,895",1,437,3,"74,539",2,"12,406",1,"-29,639",3,"-17,233",0,0,0,0,1,"35,000",1,710,2,"19,053",2,"6,006",2,"12,275",0,0,0,0,0,0,0,0,0,0,1,"26,356",0,0,0,0,6,6,"1,973",2,843,2,349
Female,Non Taxable,h. 50 - 54,"o. $87,001 to $90,000","d. $80,001 to $180,000",1,1,"87,327",1,"20,258",1,"1,747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5,085",0,0,0,0,0,0,1,"98,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11,007",1,"11,007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"93,250",1,"4,982",1,"38,903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,918,0,0,1,612
Female,Non Taxable,h. 50 - 54,"p. $90,001 to $100,000","d. $80,001 to $180,000",7,7,"665,273",7,"161,780",6,"11,364",1,995,0,0,0,0,0,0,4,"67,017",2,"7,991",1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,"35,074",2,"3,098",2,"24,858",2,"10,653",7,"673,869",1,"1,584",0,0,0,0,0,0,1,222,2,"1,806",0,0,0,0,1,"4,825",2,141,5,"1,824",6,"8,596",0,0,1,"29,000",0,0,0,0,0,0,0,0,0,0,0,0,1,"22,203",0,0,2,"390,050",1,115,6,"625,819",3,"131,722",7,"182,663",2,"30,600",2,"16,773",1,"1,254",2,"8,001",1,"6,704",1,"-2,132",2,"4,572",1,4,1,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"3,273",0,0,2,"1,291"
Female,Non Taxable,h. 50 - 54,"q. $100,001 to $150,000","d. $80,001 to $180,000",12,12,"1,541,828",12,"425,840",11,"28,571",1,"2,216",0,0,0,0,1,455,3,"263,339",2,"1,799",2,508,0,0,0,0,0,0,0,0,0,0,0,0,8,"8,416",1,60,4,"1,636",4,700,12,"1,568,180",2,813,1,126,1,164,0,0,2,892,3,"1,995",1,616,1,30,0,0,4,"1,177",5,"1,542",8,"26,352",0,0,0,0,0,0,2,"4,585",1,355,0,0,0,0,0,0,1,"108,851",0,0,2,"221,447",4,"211,798",11,"1,343,157",6,"650,967",12,"535,106",5,"98,805",3,"48,708",2,"12,672",5,"58,388",3,"7,494",2,"-28,457",5,"-20,963",2,195,1,16,1,"10,000",2,"10,992",2,"15,610",3,"18,926",3,"-3,316",0,0,0,0,0,0,0,0,0,0,1,455,0,0,0,0,10,8,"6,017",1,209,7,"3,651"
Female,Non Taxable,h. 50 - 54,"r. $150,001 to $180,000","d. $80,001 to $180,000",6,6,"949,443",6,"278,976",6,"18,989",3,"5,483",0,0,0,0,0,0,2,"334,284",1,"2,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"8,759",1,165,2,"1,904",2,816,6,"976,728",1,122,1,"15,920",2,958,0,0,2,"3,627",2,"20,627",0,0,0,0,0,0,1,90,5,"1,173",6,"27,285",1,"4,220",1,"12,000",0,0,1,9,0,0,0,0,0,0,1,"3,025",0,0,0,0,1,36,1,"10,645",5,"631,941",1,"165,354",6,"310,891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5,395",0,0,0,0,1,"-3,025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,"1,466",0,0,2,"1,024"
Female,Non Taxable,h. 50 - 54,"s. $180,001 to $250,000","e. $180,000 or more",5,5,"1,047,793",5,"339,242",5,"20,956",1,"2,805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"1,804",2,119,3,"8,980",3,"3,848",5,"1,070,996",0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,1,447,2,"3,992",3,"7,705",4,"23,203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"91,314",5,"1,138,374",2,"220,561",5,"400,008",3,"107,395",3,"48,841",2,"24,647",3,"103,666",0,0,3,"-69,759",3,"-69,759",0,0,0,0,0,0,2,"11,014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,"1,557",0,0,2,"1,387"
Female,Non Taxable,h. 50 - 54,"t. $250,001 to $500,000","e. $180,000 or more",3,3,"917,940",3,"333,714",3,"18,359",0,0,0,0,0,0,0,0,1,"6,566",0,0,1,"24,190",0,0,0,0,1,"6,590",0,0,0,0,0,0,3,"7,943",0,0,1,248,1,106,3,"940,636",1,"3,300",1,147,0,0,0,0,2,"4,495",2,"7,942",0,0,0,0,0,0,1,338,3,"11,084",3,"22,696",0,0,0,0,0,0,1,"3,660",1,"1,269",0,0,0,0,0,0,0,0,0,0,1,"2,888",1,987,3,"933,689",2,"625,486",3,"366,125",2,"47,715",2,"23,867",2,"14,743",2,"16,258",0,0,2,"-7,153",2,"-7,153",1,"3,000",0,0,0,0,1,"3,332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"3,140",0,0,3,"2,852"
Female,Non Taxable,h. 50 - 54,"u. $500,001 to $1,000,000","e. $180,000 or more",1,1,"756,588",1,"314,012",1,"15,132",1,"3,907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,"825,627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"858,149",1,"858,149",1,"497,280",1,"30,160",1,"43,886",0,0,1,"18,798",0,0,1,"-32,524",1,"-32,524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,314,0,0,1,314
Female,Non Taxable,i. 55 - 59,"a. $6,000 or less","a. $18,200 or less","36,279","31,650","-57,307,054",78,"20,369",0,0,0,0,0,0,0,0,3,"7,384","7,730","65,925,853","5,578","9,247,968","1,383","3,180,690",96,"305,032",57,"249,444","1,115","5,157,768",265,"1,033,281","1,342","6,156,374",126,"922,322","21,594","24,618,744","3,844","827,015","12,066","12,790,019","12,045","5,471,768","33,865","45,732,010",536,"1,168,503",156,"195,778","1,632","321,372",103,"202,085","1,832","1,710,901","2,826","3,598,639",803,"395,883",503,"1,714,795",397,"1,468,809","2,079","11,363,205","6,556","3,597,689","10,390","31,355,759",292,"5,330,197",463,"5,052,399","2,416","-48,069,076","5,944","11,308,556","1,812","11,791,382",195,"901,215",139,"3,322,816","1,185","23,414,222","1,746","15,687,514",0,0,"2,578","70,052,518","4,177","160,774,976","1,912","2,761,984","1,803","843,736","1,464","86,527","8,895","159,019,338","7,498","91,929,622","4,757","15,796,175","8,951","92,886,098","2,803","11,711,406","6,179","-53,303,963","9,012","-41,592,557",550,"2,813,198",324,"2,637,564",185,"3,789,484",556,"5,361,740","3,777","353,186,074","3,734","390,819,228","3,952","-56,299,980",0,0,6,"3,037",1,19,67,"11,334",5,"5,885","1,777","23,617,557",232,"3,056,913",2,"13,912","21,982","18,808","13,334,569","2,033","892,106","1,857","710,406"
Female,Non Taxable,i. 55 - 59,"b. $6,001 to $10,000","a. $18,200 or less","13,156","13,156","105,852,114",25,"11,914",0,0,0,0,0,0,0,0,1,"2,305","6,097","48,220,737","4,711","4,687,629","1,124","1,651,550",107,"350,053",59,"112,072","1,080","6,224,661",202,"1,138,006",882,"4,207,363",116,"728,509","9,193","17,766,699","1,358","320,192","4,067","5,803,072","4,055","2,477,945","13,156","114,975,443",491,"723,591",112,"102,760","1,577","283,469",73,"127,446","1,582","824,967","2,526","2,062,233",220,"104,634",240,"322,420",194,"401,230","1,721","672,608","3,306","1,068,275","5,674","6,348,421",318,"6,736,025",310,"2,433,346",342,"-1,939,365","2,332","8,432,676",856,"681,902",138,"786,300",14,"198,512",224,"3,112,090",850,"2,536,396",0,0,"1,185","10,756,525","1,412","36,095,301",990,"1,532,790",924,"720,157",833,"68,706","2,887","41,226,483","1,939","16,367,205","1,216","2,700,981","2,880","20,181,042","1,759","9,273,500","1,149","-7,296,245","2,910","1,977,255",222,"651,307",161,"362,934",73,"1,268,372",172,"448,167","1,599","47,398,179","1,472","39,684,668","1,628","5,393,873",0,0,1,"2,462",0,0,21,"4,109",2,"5,134",697,"8,951,411",84,"1,060,846",4,"21,564","8,469","7,288","5,042,393",704,"283,431",671,"236,821"
Female,Non Taxable,i. 55 - 59,"c. $10,001 to $18,200","a. $18,200 or less","38,736","38,736","560,064,573",156,"40,136",0,0,1,52,0,0,0,0,2,"6,230","22,264","281,333,999","18,465","24,995,314","4,706","9,136,538",314,"1,398,219",242,"448,603","6,883","68,062,858",970,"8,856,473","2,538","17,212,422",477,"4,792,790","25,879","51,055,757","3,507","1,304,345","10,296","17,151,366","10,282","7,339,693","38,736","594,853,992","2,607","4,344,963",531,"382,066","7,852","1,584,556",293,"523,000","7,476","3,702,353","11,490","10,536,938",638,"259,699",687,"1,149,552",547,"1,141,077","6,589","2,659,018","11,283","3,326,361","20,085","28,322,552","1,782","41,845,505","1,492","14,759,783",907,"-2,598,857","6,754","44,601,397","2,197","2,378,083",482,"3,948,801",60,"1,494,671",689,"7,375,506","2,216","8,664,069",0,0,"3,039","38,812,693","3,538","95,287,093","2,418","4,127,261","2,250","2,048,275","2,038","180,372","7,492","118,260,438","4,931","43,927,070","3,216","7,480,536","7,492","56,636,540","4,344","31,302,633","3,215","-21,086,341","7,567","10,216,292",730,"2,307,146",425,"1,603,049",413,"7,639,696",561,"1,505,165","4,933","173,210,255","4,648","132,498,284","5,023","34,869,129",0,0,2,857,2,11,147,"25,793",2,"9,415","2,273","30,792,210",366,"4,160,306",3,"15,910","23,501","20,734","14,132,735","1,849","743,767","1,962","608,687"
Female,Non Taxable,i. 55 - 59,"d. $18,201 to $25,000","b. $18,201 to $37,000","22,491","22,491","449,061,635","22,482","7,568,558",78,"9,390",2,377,0,0,0,0,7,"18,128","14,149","228,929,317","12,004","19,794,341","3,594","13,412,483",197,"972,999",152,"349,591","3,846","32,322,367","1,436","20,124,946","1,803","16,413,010",351,"4,933,380","14,634","28,396,878","1,924","1,139,880","5,520","11,334,834","5,509","4,849,138","22,491","484,616,098","2,536","4,602,222",481,"451,145","6,448","1,437,672",217,"336,546","6,316","3,209,448","9,234","10,037,033",383,"157,397",512,"971,133",351,"749,873","5,362","3,482,346","7,843","2,381,532","14,275","30,966,199","1,212","27,999,077","1,228","11,884,496",573,"1,067,413","4,228","46,535,643","1,188","2,185,199",296,"2,886,987",33,"537,131",314,"3,814,589","1,197","6,985,630",0,0,"1,669","34,409,656","2,072","60,337,545","1,310","3,238,774","1,218","2,010,988","1,147","203,219","4,112","69,483,817","2,842","26,410,146","1,820","4,473,741","4,095","32,755,767","2,310","17,916,348","1,838","-12,072,185","4,154","5,844,163",433,"2,394,084",192,"1,144,768",677,"11,912,225",432,"1,262,314","3,019","120,081,125","2,844","83,884,512","3,062","33,642,776",0,0,773,"211,118",270,"3,538","19,217","5,263,673",510,"197,876","1,256","17,116,411",243,"2,651,894",4,"25,011","13,495","12,257","8,367,593",982,"376,278","1,116","360,901"
Female,Non Taxable,i. 55 - 59,"e. $25,001 to $30,000","b. $18,201 to $37,000","1,638","1,638","44,718,793","1,637","2,832,532",34,"17,276",0,0,0,0,0,0,0,0,930,"11,512,541",790,"1,197,297",214,"293,758",25,"76,831",11,"15,517",323,"2,569,574",764,"9,705,183",307,"4,611,439",65,"983,935","1,050","1,258,922",125,"29,677",383,"560,446",383,"240,083","1,638","46,726,418",135,"205,360",32,"24,845",410,"92,392",14,"12,828",376,"206,463",565,"541,888",31,"14,178",31,"19,153",21,"17,157",462,"170,608",677,"216,829","1,022","1,757,042",34,"670,053",42,"240,064",24,"133,427",172,"817,562",65,"119,109",13,"77,888",1,982,28,"216,984",73,"328,754",0,0,102,"1,519,593",139,"2,646,033",103,"849,823",83,"403,071",96,"90,496",207,"3,578,432",131,"1,242,789",97,"253,606",206,"1,759,489",123,"818,058",83,"-495,510",208,"322,548",36,"102,885",18,"79,340",26,"667,780",32,"109,449",124,"2,826,875",119,"1,909,529",130,"788,855",0,0,271,"293,637",5,230,980,"405,578",550,"620,181",127,"1,619,781",30,"359,337",0,0,890,826,"598,826",66,"22,216",58,"9,406"
Female,Non Taxable,i. 55 - 59,"f. $30,001 to $37,000","b. $18,201 to $37,000","1,130","1,130","37,289,462","1,130","3,184,394",23,"15,570",0,0,0,0,0,0,0,0,561,"7,899,168",491,"831,892",117,"189,570",14,"62,512",5,"10,761",203,"1,673,355",353,"4,351,068",230,"4,597,393",31,"467,389",756,"786,174",84,"18,155",283,"495,884",283,"212,453","1,130","38,671,839",97,"137,284",20,"6,061",247,"52,223",9,"11,392",272,"133,516",381,"340,476",16,"7,045",17,"12,504",23,"23,201",308,"107,191",491,"148,403",717,"1,335,239",24,"479,764",23,"161,374",20,"-211,330",121,"614,834",53,"73,526",13,"113,065",0,0,24,"265,744",57,"260,124",0,0,75,"752,993",93,"1,963,990",75,"749,531",62,"318,933",74,"103,590",188,"2,699,742",124,"941,153",73,"121,847",187,"1,385,548",111,"654,556",75,"-403,362",188,"251,194",13,"47,882",13,"27,715",26,"632,224",16,"61,646",80,"2,198,764",76,"1,687,293",79,"379,981",0,0,214,"393,650",3,176,"1,079","428,727",636,"1,376,059",82,"1,030,212",19,"155,382",0,0,695,648,"500,332",47,"18,096",48,"8,282"
Female,Non Taxable,i. 55 - 59,"g. $37,001 to $40,000","c. $37,001 to $80,000",272,272,"10,452,609",272,"1,098,005",14,"9,513",0,0,0,0,0,0,1,"2,760",119,"1,280,175",99,"153,285",25,"13,387",7,"19,018",7,"13,410",57,"454,519",20,"261,593",42,"764,652",7,"113,380",176,"195,640",21,"19,985",63,"114,752",62,"49,160",272,"10,995,805",19,"32,071",4,"18,659",43,"9,182",1,384,52,"26,526",70,"86,822",7,"4,302",5,609,3,"29,314",75,"42,985",111,"33,963",167,"500,524",4,"35,277",5,"55,270",4,"-59,300",31,"256,539",13,"21,706",2,"14,584",0,0,9,"111,920",10,"32,614",0,0,16,"198,423",24,"3,168,947",25,"413,580",20,"204,015",25,"72,842",64,"899,882",45,"425,991",28,"49,330",64,"423,053",32,"174,922",32,"-173,414",64,"1,508",3,"8,110",2,"38,493",11,"289,894",6,"11,635",26,"897,434",27,"767,226",28,"68,093",0,0,41,"88,168",3,286,272,"114,747",240,"778,026",22,"207,009",4,"56,913",0,0,161,149,"109,159",13,"7,337",16,"5,516"
Female,Non Taxable,i. 55 - 59,"h. $40,001 to $45,000","c. $37,001 to $80,000",358,358,"15,154,898",358,"1,906,815",12,"9,548",0,0,0,0,0,0,1,"3,467",143,"1,274,746",126,"157,198",27,"17,752",7,"14,926",0,0,69,"591,322",28,"347,195",47,"568,802",7,"151,220",254,"429,598",23,"18,776",85,"167,996",85,"71,976",358,"15,719,032",22,"22,858",8,"24,770",45,"7,947",5,"5,709",65,"41,234",84,"102,518",6,"2,609",13,"64,302",5,"12,774",91,"48,697",148,"72,419",206,"528,726",9,"113,507",7,"49,640",3,"-17,016",46,"181,298",10,"9,954",2,"3,359",2,"14,300",15,"321,124",14,"29,610",0,0,20,"216,623",31,"2,548,204",20,"454,011",16,"152,862",19,"78,430",76,"1,363,280",51,"569,344",32,"95,810",76,"766,056",39,"272,529",38,"-340,459",77,"-67,930",12,"52,062",5,"29,396",7,"214,264",8,"11,143",29,"537,715",31,"690,267",34,"-195,157",0,0,46,"79,973",0,0,358,"130,677",342,"1,573,523",25,"207,181",4,"36,361",0,0,233,210,"157,546",24,"9,390",18,"5,557"
Female,Non Taxable,i. 55 - 59,"i. $45,001 to $50,000","c. $37,001 to $80,000",269,269,"12,730,449",269,"1,863,826",9,"8,541",0,0,0,0,0,0,0,0,104,"991,666",82,"119,877",16,"76,758",6,"31,826",5,"7,596",51,"392,697",5,"57,818",32,"314,160",7,"123,064",194,"219,315",14,"7,181",48,"84,248",48,"36,097",269,"12,917,772",11,"14,518",4,"2,239",36,"6,968",0,0,45,"34,537",65,"58,262",5,"1,017",4,407,3,"4,031",60,"13,068",98,"31,932",149,"167,480",4,"41,778",3,"3,011",6,"-86,974",30,"78,734",7,"7,874",5,"58,309",1,361,5,"76,364",11,"55,104",0,0,16,"199,689",29,"677,071",20,"624,874",16,"86,508",19,"78,774",62,"939,678",43,"352,232",25,"63,734",62,"506,742",33,"211,650",29,"-194,680",62,"16,970",2,992,2,515,3,"43,500",5,"15,263",20,"426,826",19,"306,437",22,"57,398",0,0,32,"47,109",0,0,269,"78,044",260,"1,652,103",16,"151,397",1,169,0,0,171,155,"116,538",7,"1,806",10,"3,186"
Female,Non Taxable,i. 55 - 59,"j. $50,001 to $55,000","c. $37,001 to $80,000",238,238,"12,510,593",238,"2,055,178",8,"8,338",0,0,0,0,0,0,5,"10,818",100,"891,434",79,"123,295",29,"93,414",5,"23,572",3,"6,136",36,"286,936",8,"68,851",29,"345,233",2,"19,559",165,"200,453",16,"4,857",47,"52,821",47,"22,583",238,"12,867,373",15,"19,145",1,83,31,"6,119",0,0,45,"14,484",61,"39,831",7,"2,078",2,63,1,"1,065",45,"13,675",97,"28,989",133,"171,663",5,"66,085",3,"7,854",5,"-65,171",23,"77,067",5,"1,995",1,"16,205",1,"31,457",3,"719,527",16,"79,967",0,0,17,"158,574",17,"571,691",14,"315,631",11,"130,737",14,"77,816",46,"906,073",34,"366,522",20,"63,622",47,"513,342",25,"190,984",22,"-228,397",47,"-37,413",2,"4,833",1,79,2,"84,500",3,"1,462",14,"813,876",12,"906,853",14,"-583,287",0,0,28,"48,859",1,20,238,"50,342",231,"1,869,255",16,"159,102",2,"17,665",0,0,177,158,"104,665",19,"6,766",15,"2,433"
Female,Non Taxable,i. 55 - 59,"k. $55,001 to $60,000","c. $37,001 to $80,000",182,182,"10,422,007",182,"1,857,684",2,"2,384",0,0,0,0,0,0,5,"11,791",84,"754,624",71,"91,450",17,"43,981",2,"3,140",2,765,27,"242,506",6,"66,425",26,"216,011",1,"4,561",135,"96,776",14,"6,829",43,"126,004",43,"53,988",182,"10,713,644",10,"11,971",5,757,30,"4,470",2,"1,223",29,"9,643",47,"28,064",3,143,3,276,3,"20,772",37,"12,768",71,"32,837",104,"265,162",6,"54,514",7,"23,009",1,"2,338",19,"67,237",6,"1,789",1,690,0,0,4,"29,354",7,"33,470",0,0,9,"272,550",17,"334,767",7,"73,833",6,"72,921",6,"25,114",44,"655,627",29,"291,538",17,"27,715",43,"367,693",19,"124,439",25,"-155,758",44,"-31,319",1,119,1,205,6,"162,700",2,"4,313",13,"154,512",12,"87,754",13,"57,059",0,0,24,"32,323",2,161,181,"25,528",180,"1,763,063",7,"49,905",2,"8,912",0,0,121,110,"80,393",6,"2,433",7,"2,819"
Female,Non Taxable,i. 55 - 59,"l. $60,001 to $70,000","c. $37,001 to $80,000",295,295,"19,193,514",295,"3,744,256",12,"15,301",0,0,0,0,0,0,10,"31,142",154,"1,614,568",141,"231,907",29,"30,927",10,"60,402",7,"8,557",45,"342,825",11,"104,070",48,"420,265",5,"43,062",207,"209,217",23,"3,065",66,"76,923",66,"32,948",295,"19,830,628",28,"43,730",2,"3,585",61,"11,381",2,"5,938",67,"33,398",96,"98,032",7,"10,757",5,398,5,"3,056",59,"33,443",119,"38,370",186,"445,349",9,"183,280",11,"51,902",4,"-72,462",30,"66,266",12,"3,005",3,"6,703",1,"21,197",7,"81,979",7,"148,603",0,0,11,"314,046",29,"766,457",23,"782,474",19,"444,316",23,"170,982",60,"915,412",47,"393,535",30,"63,313",60,"541,358",25,"125,810",35,"-208,604",60,"-82,794",3,"1,041",3,"22,263",5,"259,436",2,"1,857",20,"482,906",20,"518,585",20,"-54,277",0,0,47,"62,939",1,34,202,"9,372",284,"3,504,901",12,"94,508",1,"4,329",0,0,203,172,"123,542",22,"12,141",10,"2,669"
Female,Non Taxable,i. 55 - 59,"m. $70,001 to $80,000","c. $37,001 to $80,000",226,226,"16,962,673",226,"3,602,490",6,"9,063",0,0,0,0,0,0,8,"28,130",114,"1,071,680",100,"142,173",24,"11,511",10,"33,057",4,"5,703",32,"253,196",5,"14,845",30,"265,948",3,"14,384",158,"177,464",14,"6,334",55,"144,910",55,"62,092",226,"17,277,465",21,"33,627",1,214,58,"9,150",2,"6,998",44,"29,236",74,"79,225",6,"2,227",6,"1,631",2,"10,736",60,"26,611",111,"27,854",149,"294,480",9,"201,331",11,"8,162",3,"21,858",23,"101,672",9,"5,218",2,"1,440",2,"6,746",3,"10,683",10,"60,399",0,0,12,"144,495",19,"275,939",11,"410,834",6,"60,642",9,"109,736",47,"596,581",33,"300,454",23,"61,613",49,"323,899",20,"104,973",30,"-194,358",50,"-89,385",2,"43,270",2,"1,827",5,"131,000",5,"15,196",12,"147,334",12,"156,415",12,"-7,485",0,0,29,"39,287",1,13,0,0,221,"3,449,575",12,"170,182",0,0,0,0,179,154,"112,932",22,"12,353",10,"3,431"
Female,Non Taxable,i. 55 - 59,"n. $80,001 to $87,000","d. $80,001 to $180,000",118,118,"9,877,761",118,"2,232,518",2,"2,257",0,0,0,0,0,0,7,"39,515",47,"473,626",40,"64,727",13,"54,385",0,0,4,"1,650",20,"172,632",7,"68,230",14,"130,592",0,0,87,"99,192",6,265,31,"75,618",31,"32,400",118,"10,222,478",10,"16,268",3,"2,140",18,"3,970",1,"1,090",27,"7,631",34,"31,099",0,0,2,"8,611",5,"8,187",30,"194,282",51,"21,384",73,"338,734",2,"63,044",5,"19,618",1,"-42,712",13,"64,254",8,"23,610",0,0,1,"42,712",2,"40,961",8,"8,400",0,0,10,"23,033",13,"357,087",5,"299,489",5,"299,489",5,"74,608",16,"161,119",10,"48,258",5,"6,172",16,"89,528",8,"39,889",8,"-22,728",16,"17,161",0,0,5,"1,035",3,"74,800",2,371,9,"142,705",9,"193,557",10,"-48,579",0,0,11,"14,730",0,0,0,0,117,"2,186,661",8,"107,089",0,0,0,0,81,75,"52,068",6,"2,944",6,"1,720"
